"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Athletics","29","14","10","2.35","303","0","0","0","64","","417.1","1667","315","122","109","24","125","9","10","18","4","279","","","","","","","","","","","","6.02","2.70","2.23","6.79","0.52",".206","1.05",".237","78.8%","3.19","","","","","","","","","","","47.4","415.0","47.4","5.1","","","","9.24","-18.98","28.22","65.06","7.46","0.90","1.04","1.19","1.21","160","7.46","2.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","27","63","84","","16.7%","7.5%","","","-0.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0","4.6","0.2","4.9","21 - 36","9.2%","","","","","","","3.50","25.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","79","134","77","65","81","77","83","110","114","85","","","","","","","","","","","","","","","","","","0"
"Reds","27","27","22","2.93","316","0","0","0","50","","472.2","1977","404","168","154","36","197","29","13","22","8","450","","","","","","","","","","","","8.57","3.75","2.28","7.69","0.69",".229","1.27",".287","79.1%","3.23","","","","","","","","","","","68.9","469.4","68.9","7.6","","","","4.92","-33.97","38.89","48.52","5.35","1.11","1.13","1.28","1.24","168","2.28","2.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","52","75","81","","22.8%","10.0%","","","-0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","-0.3","2.2","1.9","20 - 36","12.8%","","","","","","","3.07","34.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","116","127","88","87","91","96","102","110","151","119","","","","","","","","","","","","","","","","","","0"
"Pirates","30","28","18","2.99","364","0","0","0","43","","475.2","1994","428","185","158","39","172","33","12","16","9","329","","","","","","","","","","","","6.22","3.25","1.91","8.10","0.74",".236","1.26",".270","76.6%","3.65","","","","","","","","","","","20.8","471.0","20.8","2.3","","","","3.93","-33.94","37.87","29.65","2.99","1.10","1.13","1.25","1.28","219","1.69","1.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","63","81","97","","16.5%","8.6%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","1.9","1.8","3.7","23 - 41","7.9%","","","","","","","3.67","27.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","101","106","92","94","94","95","96","107","109","103","","","","","","","","","","","","","","","","","","0"
"Mets","28","18","15","3.10","268","0","0","0","41","","389.1","1627","364","154","134","29","122","23","8","19","4","283","","","","","","","","","","","","6.54","2.82","2.32","8.41","0.67",".243","1.25",".283","75.0%","3.32","","","","","","","","","","","27.6","387.0","27.6","3.0","","","","2.21","-26.28","28.49","19.84","2.30","1.03","0.98","1.05","1.14","124","2.58","-0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","43","85","89","","17.4%","7.5%","","","-0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","0.2","0.2","0.4","24 - 35","9.9%","","","","","","","3.42","26.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","88","128","96","85","97","94","100","105","115","89","","","","","","","","","","","","","","","","","","0"
"Expos","28","36","26","3.14","341","0","0","0","50","","473.1","2025","444","186","165","39","190","41","12","13","3","296","","","","","","","","","","","","5.63","3.61","1.56","8.44","0.74",".244","1.34",".272","77.8%","3.91","","","","","","","","","","","2.6","470.3","2.6","0.4","","","","1.32","-42.20","43.52","23.17","2.59","1.27","1.25","1.32","1.51","197","-0.88","1.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","71","83","105","","14.6%","9.4%","","","-0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","1.5","3.6","5.1","23 - 34","5.2%","","","","","","","3.98","25.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","112","86","96","94","97","101","97","108","97","112","","","","","","","","","","","","","","","","","","0"
"White Sox","26","29","21","3.18","367","0","0","0","68","","475.2","1971","386","183","168","34","209","23","12","13","2","307","","","","","","","","","","","","5.81","3.95","1.47","7.30","0.64",".221","1.25",".250","75.8%","3.84","","","","","","","","","","","20.6","473.8","20.6","2.2","","","","6.39","-37.19","43.57","40.80","4.31","1.25","1.33","1.60","1.67","222","3.04","2.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","72","81","100","","15.6%","10.6%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","3.5","3.0","6.6","22 - 30","5.0%","","","","","","","4.01","27.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","116","88","82","80","87","92","88","106","106","120","","","","","","","","","","","","","","","","","","0"
"Tigers","27","24","15","3.26","300","0","0","0","45","","505.0","2154","460","199","183","39","223","44","14","22","2","306","","","","","","","","","","","","5.45","3.97","1.37","8.20","0.70",".240","1.35",".268","77.5%","4.01","","","","","","","","","","","18.2","500.8","18.2","2.0","","","","5.77","-30.83","36.60","47.37","4.72","0.98","1.03","1.36","1.40","153","4.02","1.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","56","83","100","","14.2%","10.4%","","","-0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","1.7","3.6","5.4","22 - 36","3.9%","","","","","","","4.15","26.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","117","82","92","87","94","99","94","108","97","117","","","","","","","","","","","","","","","","","","0"
"Dodgers","29","21","19","3.32","339","0","0","0","29","","439.1","1857","397","193","162","38","168","34","10","31","2","343","","","","","","","","","","","","7.03","3.44","2.04","8.13","0.78",".236","1.29",".277","73.2%","3.59","","","","","","","","","","","14.8","436.3","14.8","1.6","","","","-1.13","-31.63","30.51","5.63","0.46","0.96","1.02","1.14","1.16","205","1.29","-2.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","60","89","97","","18.5%","9.1%","","","-0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","0.9","-0.2","0.6","23 - 35","9.4%","","","","","","","3.48","29.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","107","114","93","99","94","97","98","102","122","108","","","","","","","","","","","","","","","","","","0"
"Astros","30","27","25","3.42","348","0","0","0","37","","460.0","1925","417","190","175","31","164","34","18","21","5","300","","","","","","","","","","","","5.87","3.21","1.83","8.16","0.61",".239","1.26",".273","73.6%","3.57","","","","","","","","","","","15.7","457.2","15.7","1.8","","","","-0.19","-32.99","32.81","8.72","1.25","1.04","1.09","1.22","1.32","199","3.24","-3.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","60","94","99","","15.6%","8.5%","","","-0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","1.4","0.5","1.9","24 - 37","7.1%","","","","","","","3.76","25.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","100","102","93","77","95","95","97","103","103","101","","","","","","","","","","","","","","","","","","0"
"Rangers","26","23","19","3.52","302","0","0","0","36","","407.0","1746","383","185","159","26","183","26","9","21","1","246","","","","","","","","","","","","5.44","4.05","1.34","8.47","0.57",".246","1.39",".278","72.4%","3.85","","","","","","","","","","","16.6","404.2","16.6","1.8","","","","2.29","-31.40","33.69","-6.11","-0.69","1.12","1.19","1.37","1.46","165","1.38","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","53","90","98","","14.1%","10.5%","","","-0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","0.3","1.1","1.3","21 - 30","3.6%","","","","","","","4.18","26.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","119","81","95","72","97","102","98","101","96","119","","","","","","","","","","","","","","","","","","0"
"Orioles","28","24","23","3.52","357","0","0","0","43","","486.0","2047","458","209","190","45","179","27","4","17","3","329","","","","","","","","","","","","6.09","3.31","1.84","8.48","0.83",".246","1.31",".277","74.7%","3.79","","","","","","","","","","","27.2","483.2","27.2","2.9","","","","0.49","-34.97","35.47","12.21","1.54","1.03","1.10","1.35","1.37","206","1.41","-0.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","68","92","97","","16.1%","8.7%","","","-0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","0.6","1.3","1.9","22 - 36","7.3%","","","","","","","3.73","27.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","97","110","95","104","97","96","98","104","109","99","","","","","","","","","","","","","","","","","","0"
